Progulon_ID,Protein_IDs,SimpleID,Protein_names,Gene_names,Mean_RF_score,Manual_annotation,Highlight_genes
PRN11,P04075;P04075-2,P04075,Fructose-bisphosphate aldolase A,ALDOA,0.512446561,,
PRN11,Q8WXD5,Q8WXD5,Gem-associated protein 6,GEMIN6,0.533538996,,
PRN11,P53611,P53611,Geranylgeranyl transferase type-2 subunit beta,RABGGTB,0.545482703,,
PRN11,P06744,P06744,Glucose-6-phosphate isomerase,GPI,0.526024195,,
PRN11,O76003,O76003,Glutaredoxin-3,GLRX3,0.588483841,,
PRN11,P41250,P41250,Glycine--tRNA ligase,GARS,0.51544247,,
PRN11,Q9NZD2,Q9NZD2,Glycolipid transfer protein,GLTP,0.518620663,,
PRN11,Q9P2T1,Q9P2T1,GMP reductase 2,GMPR2,0.504577193,,
PRN11,O14653;O14653-2;O14653-3,O14653,Golgi SNAP receptor complex member 2,GOSR2,0.51831932,,
PRN11,Q9HAV7,Q9HAV7,"GrpE protein homolog 1, mitochondrial",GRPEL1,0.513587093,,
PRN11,P62826,P62826,GTP-binding nuclear protein Ran,RAN,0.517353492,,
PRN11,Q15382,Q15382,GTP-binding protein Rheb,RHEB,0.549034519,,
PRN11,P63244,P63244,"Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",GNB2L1,0.595344913,,
PRN11,Q16774,Q16774,Guanylate kinase,GUK1,0.549884991,,
PRN11,O00165;O00165-2;O00165-5;O00165-3,O00165,HCLS1-associated protein X-1,HAX1,0.518731322,,
PRN11,Q7Z4H3,Q7Z4H3,HD domain-containing protein 2,HDDC2,0.508552534,,
PRN11,P30519,P30519,Heme oxygenase 2,HMOX2,0.573943758,,
PRN11,P49773,P49773,Histidine triad nucleotide-binding protein 1,HINT1,0.578649146,,
PRN11,P12081;P12081-4;P12081-2;P12081-3,P12081,"Histidine--tRNA ligase, cytoplasmic",HARS,0.516509644,,
PRN11,O00422,O00422,Histone deacetylase complex subunit SAP18,SAP18,0.556335473,,
PRN11,Q86TU7;Q86TU7-3;Q86TU7-2,Q86TU7,Histone-lysine N-methyltransferase setd3,SETD3,0.563767103,,
PRN11,P12268,P12268,Inosine-5-monophosphate dehydrogenase 2,IMPDH2,0.515891448,,
PRN11,Q01968-2;Q01968,Q01968,Inositol polyphosphate 5-phosphatase OCRL-1,OCRL,0.526372861,,
PRN11,Q12905,Q12905,Interleukin enhancer-binding factor 2,ILF2,0.517803787,,
PRN11,Q12906-7;Q12906-4;Q12906-6,Q12906,Interleukin enhancer-binding factor 3,ILF3,0.507757173,,
PRN11,P41252,P41252,"Isoleucine--tRNA ligase, cytoplasmic",IARS,0.518251025,,
PRN11,P53990-2;P53990-3,P53990,IST1 homolog,IST1,0.518730185,,
PRN11,Q01650,Q01650,Large neutral amino acids transporter small subunit 1,SLC7A5,0.519255987,,
PRN11,Q8N1G4,Q8N1G4,Leucine-rich repeat-containing protein 47,LRRC47,0.51497633,,
PRN11,P05455,P05455,Lupus La protein,SSB,0.519183712,,
PRN11,Q15046,Q15046,Lysine--tRNA ligase,KARS,0.625334438,,
PRN11,Q9NZW5,Q9NZW5,MAGUK p55 subfamily member 6,MPP6,0.519397974,,
PRN11,Q9ULC4;Q9ULC4-3,Q9ULC4,Malignant T-cell-amplified sequence 1,MCTS1,0.599872915,,
PRN11,Q8N4V1;Q8N4V1-2,Q8N4V1,Membrane magnesium transporter 1,MMGT1,0.500248903,,
PRN11,P56192;P56192-2,P56192,"Methionine--tRNA ligase, cytoplasmic",MARS,0.619343999,,
PRN11,Q96GX9;Q96GX9-3,Q96GX9,Methylthioribulose-1-phosphate dehydratase,APIP,0.514949292,,
PRN11,Q9BRT3,Q9BRT3,Migration and invasion enhancer 1,MIEN1,0.51699075,,
PRN11,Q9H8S9;Q9H8S9-2,Q9H8S9,MOB kinase activator 1A,MOB1A,0.508480612,,
PRN11,P78406,P78406,mRNA export factor,RAE1,0.591157006,,
PRN11,Q96QG7;Q96QG7-2,Q96QG7,Myotubularin-related protein 9,MTMR9,0.509186079,,
PRN11,Q9H0A0;Q9H0A0-2,Q9H0A0,N-acetyltransferase 10,NAT10,0.508728768,,
PRN11,Q8NCW5;Q8NCW5-2,Q8NCW5,NAD(P)H-hydrate epimerase,APOA1BP,0.519896788,,
PRN11,P41227;P41227-2,P41227,N-alpha-acetyltransferase 10,NAA10,0.607226807,,
PRN11,Q9GZZ1;Q9GZZ1-2,Q9GZZ1,N-alpha-acetyltransferase 50,NAA50,0.548646694,,
PRN11,E9PAV3;Q13765;E9PAV3-2,E9PAV3,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",NACA,0.54046037,,
PRN11,Q15843,Q15843,NEDD8,NEDD8,0.537553062,,
PRN11,P61081,P61081,NEDD8-conjugating enzyme Ubc12,UBE2M,0.525082878,,
PRN11,Q8NEJ9-2;Q8NEJ9,Q8NEJ9,Neuroguidin,NGDN,0.520293441,,
PRN11,P55769,P55769,"NHP2-like protein 1;NHP2-like protein 1, N-terminally processed",NHP2L1,0.503461767,,
PRN11,Q9BV86;Q9BV86-2,Q9BV86,"N-terminal Xaa-Pro-Lys N-methyltransferase 1;N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed",NTMT1,0.506259959,,
PRN11,P19838;P19838-2;P19838-3,P19838,Nuclear factor NF-kappa-B p105 subunit;Nuclear factor NF-kappa-B p50 subunit,NFKB1,0.506985598,,
PRN11,Q9Y266,Q9Y266,Nuclear migration protein nudC,NUDC,0.700636516,,
PRN11,Q8N1F7;Q8N1F7-2,Q8N1F7,Nuclear pore complex protein Nup93,NUP93,0.546261098,,
PRN11,Q9UHY1,Q9UHY1,Nuclear receptor-binding protein,NRBP1,0.542035943,,
PRN11,Q9BSC4;Q9BSC4-2;Q9BSC4-4,Q9BSC4,Nucleolar protein 10,NOL10,0.510026559,,
PRN11,P19338,P19338,Nucleolin,NCL,0.54353719,,
PRN11,Q8NFH4,Q8NFH4,Nucleoporin Nup37,NUP37,0.515769533,,
PRN11,Q8NFH3;Q8NFH3-2,Q8NFH3,Nucleoporin Nup43,NUP43,0.528387057,,
PRN11,P15531;P15531-2,P15531,Nucleoside diphosphate kinase A,NME1,0.647619284,,
PRN11,P22392-2,P22392,Nucleoside diphosphate kinase B,NME2,0.696955182,,
PRN11,Q8WVJ2,Q8WVJ2,NudC domain-containing protein 2,NUDCD2,0.538087938,,
PRN11,Q8IVD9,Q8IVD9,NudC domain-containing protein 3,NUDCD3,0.506279028,,
PRN11,Q9NTK5,Q9NTK5,Obg-like ATPase 1,OLA1,0.654078579,,
PRN11,Q8N6M0;Q8N6M0-2,Q8N6M0,OTU domain-containing protein 6B,OTUD6B,0.503769061,,
PRN11,O60256;O60256-2,O60256,Phosphoribosyl pyrophosphate synthase-associated protein 2,PRPSAP2,0.515131139,,
PRN11,Q15365,Q15365,Poly(rC)-binding protein 1,PCBP1,0.507803621,,
PRN11,Q15366-2,Q15366,Poly(rC)-binding protein 2,PCBP2,0.569818787,,
PRN11,Q86U42-2;Q86U42,Q86U42,Polyadenylate-binding protein 2,PABPN1,0.605782872,,
PRN11,Q9H074;Q9H074-2,Q9H074,Polyadenylate-binding protein-interacting protein 1,PAIP1,0.543309901,,
PRN11,P26599;P26599-2;P26599-3,P26599,Polypyrimidine tract-binding protein 1,PTBP1,0.507186099,,
PRN11,P08397;P08397-2;P08397-3;P08397-4,P08397,Porphobilinogen deaminase,HMBS,0.549672925,,
PRN11,Q9UMS4,Q9UMS4,Pre-mRNA-processing factor 19,PRPF19,0.535355074,,
PRN11,O75934,O75934,Pre-mRNA-splicing factor SPF27,BCAS2,0.544598693,,
PRN11,P46087;P46087-4;P46087-2;P46087-3,P46087,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,NOP2,0.50358392,,
PRN11,Q96GQ7,Q96GQ7,Probable ATP-dependent RNA helicase DDX27,DDX27,0.505391696,,
PRN11,P26196,P26196,Probable ATP-dependent RNA helicase DDX6,DDX6,0.505437683,,
PRN11,Q9Y3A2;Q9Y3A2-2,Q9Y3A2,Probable U3 small nucleolar RNA-associated protein 11,UTP11L,0.500179445,,
PRN11,Q9BUL8,Q9BUL8,Programmed cell death protein 10,PDCD10,0.530280219,,
PRN11,O14737;O14737-2,O14737,Programmed cell death protein 5,PDCD5,0.551915545,,
PRN11,Q9UQ80;Q9UQ80-2,Q9UQ80,Proliferation-associated protein 2G4,PA2G4,0.694153686,,
PRN11,O94903,O94903,Proline synthase co-transcribed bacterial homolog protein,PROSC,0.558545411,,
PRN11,Q15185-4;Q15185;Q15185-3,Q15185,Prostaglandin E synthase 3,PTGES3,0.523203946,,
PRN11,Q9UL46,Q9UL46,Proteasome activator complex subunit 2,PSME2,0.594066634,,
PRN11,Q5VYK3,Q5VYK3,Proteasome-associated protein ECM29 homolog,ECM29,0.513553286,,
PRN11,Q8IWT0;Q8IWT0-2,Q8IWT0,Protein archease,ZBTB8OS,0.521287333,,
PRN11,Q99497,Q99497,Protein DJ-1,PARK7,0.551166218,,
PRN11,A6ZKI3,A6ZKI3,Protein FAM127A,FAM127A,0.510339631,,
PRN11,Q9UKS6,Q9UKS6,Protein kinase C and casein kinase substrate in neurons protein 3,PACSIN3,0.518232628,,
PRN11,Q3MHD2;Q3MHD2-2,Q3MHD2,Protein LSM12 homolog,LSM12,0.578757113,,
PRN11,P61326;P61326-2,P61326,Protein mago nashi homolog,MAGOH,0.501710796,,
PRN11,Q96A72,Q96A72,Protein mago nashi homolog 2,MAGOHB,0.545514637,,
PRN11,Q15435;Q15435-2;Q15435-3;Q15435-4,Q15435,Protein phosphatase 1 regulatory subunit 7,PPP1R7,0.521853116,,
PRN11,Q99584,Q99584,Protein S100-A13,S100A13,0.514351618,,
PRN11,P55735;P55735-3,P55735,Protein SEC13 homolog,SEC13,0.574407247,,
PRN11,Q69YN4;Q69YN4-3;Q69YN4-2;Q69YN4-4,Q69YN4,Protein virilizer homolog,KIAA1429,0.503581978,,
PRN11,P55786,P55786,Puromycin-sensitive aminopeptidase,NPEPPS,0.537703301,,
PRN11,Q6P1N9,Q6P1N9,Putative deoxyribonuclease TATDN1,TATDN1,0.501807453,,
PRN11,Q9BXR0;Q9BXR0-2,Q9BXR0,Queuine tRNA-ribosyltransferase,QTRT1,0.610073175,,
PRN11,P50395,P50395,Rab GDP dissociation inhibitor beta,GDI2,0.559026094,,
PRN11,Q9UL26,Q9UL26,Ras-related protein Rab-22A,RAB22A,0.516156582,,
PRN11,Q92900,Q92900,Regulator of nonsense transcripts 1,UPF1,0.574829314,,
PRN11,Q9HAU5,Q9HAU5,Regulator of nonsense transcripts 2,UPF2,0.500132971,,
PRN11,Q15291;Q15291-2,Q15291,Retinoblastoma-binding protein 5,RBBP5,0.528555941,,
PRN11,Q9GZL7,Q9GZL7,Ribosome biogenesis protein WDR12,WDR12,0.530180558,,
PRN11,Q96PK6,Q96PK6,RNA-binding protein 14,RBM14,0.500409224,,
PRN11,Q9Y5S9,Q9Y5S9,RNA-binding protein 8A,RBM8A,0.524338291,,
PRN11,Q96DH6-2,Q96DH6,RNA-binding protein Musashi homolog 2,MSI2,0.518415254,,
PRN11,Q86VV8;Q86VV8-3,Q86VV8,Rotatin,RTTN,0.553509901,,
PRN11,Q9H446;Q9H446-2,Q9H446,RWD domain-containing protein 1,RWDD1,0.558306179,,
PRN11,Q13242,Q13242,Serine/arginine-rich splicing factor 9,SRSF9,0.512101946,,
PRN11,Q13177,Q13177,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,PAK2,0.566070022,,
PRN11,Q96Q15;Q96Q15-2;Q96Q15-3;Q96Q15-4,Q96Q15,Serine/threonine-protein kinase SMG1,SMG1,0.575098572,,
PRN11,P30153,P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,0.540578965,,
PRN11,P67775;P67775-2,P67775,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PPP2CA,0.537391536,,
PRN11,P62136,P62136,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,PPP1CA,0.521523673,,
PRN11,Q9Y3F4;Q9Y3F4-2,Q9Y3F4,Serine-threonine kinase receptor-associated protein,STRAP,0.527085247,,
PRN11,P49591,P49591,"Serine--tRNA ligase, cytoplasmic",SARS,0.542534427,,
PRN11,Q9NR45,Q9NR45,Sialic acid synthase,NANS,0.554834639,,
PRN11,P09132,P09132,Signal recognition particle 19 kDa protein,SRP19,0.618825243,,
PRN11,P61011;P61011-2,P61011,Signal recognition particle 54 kDa protein,SRP54,0.547014825,,
PRN11,Q04837,Q04837,"Single-stranded DNA-binding protein, mitochondrial",SSBP1,0.518318242,,
PRN11,P61956-2;P61956,P61956,Small ubiquitin-related modifier 2,SUMO2,0.50597709,,
PRN11,O95295,O95295,SNARE-associated protein Snapin,SNAPIN,0.501487716,,
PRN11,Q9UMY4-2;Q9UMY4;Q9UMY4-3,Q9UMY4,Sorting nexin-12,SNX12,0.522644703,,
PRN11,Q9UNH7;Q9UNH7-2,Q9UNH7,"Sorting nexin-6;Sorting nexin-6, N-terminally processed",SNX6,0.569948004,,
PRN11,P63208;P63208-2,P63208,S-phase kinase-associated protein 1,SKP1,0.538973139,,
PRN11,Q13838;Q13838-2,Q13838,Spliceosome RNA helicase DDX39B,DDX39B,0.534504621,,
PRN11,Q15393,Q15393,Splicing factor 3B subunit 3,SF3B3,0.526178516,,
PRN11,Q9BWJ5,Q9BWJ5,Splicing factor 3B subunit 5,SF3B5,0.566911618,,
PRN11,Q9Y3B4,Q9Y3B4,Splicing factor 3B subunit 6,SF3B6,0.500054742,,
PRN11,P78362;P78362-2,P78362,SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal,SRPK2,0.502170284,,
PRN11,P63279,P63279,SUMO-conjugating enzyme UBC9,UBE2I,0.544998814,,
PRN11,P00441,P00441,Superoxide dismutase [Cu-Zn],SOD1,0.53264179,,
PRN11,Q9Y2Z0,Q9Y2Z0,Suppressor of G2 allele of SKP1 homolog,SUGT1,0.505564963,,
PRN11,O15498;O15498-2,O15498,Synaptobrevin homolog YKT6,YKT6,0.539658786,,
PRN11,Q9NYB0,Q9NYB0,Telomeric repeat-binding factor 2-interacting protein 1,TERF2IP,0.506259005,,
PRN11,Q9NXF1-2;Q9NXF1,Q9NXF1,Testis-expressed sequence 10 protein,TEX10,0.521145632,,
PRN11,Q99614,Q99614,Tetratricopeptide repeat protein 1,TTC1,0.580732375,,
PRN11,Q8N5M4,Q8N5M4,Tetratricopeptide repeat protein 9C,TTC9C,0.558322121,,
PRN11,P10599;P10599-2,P10599,Thioredoxin,TXN,0.514711236,,
PRN11,Q6I9Y2,Q6I9Y2,THO complex subunit 7 homolog,THOC7,0.500221693,,
PRN11,P37837,P37837,Transaldolase,TALDO1,0.509683047,,
PRN11,Q96K17,Q96K17,Transcription factor BTF3 homolog 4,BTF3L4,0.516197568,,
PRN11,Q13595;Q13595-4;Q13595-3;Q13595-2,Q13595,Transformer-2 protein homolog alpha,TRA2A,0.51674918,,
PRN11,Q8WUH2,Q8WUH2,Transforming growth factor-beta receptor-associated protein 1,TGFBRAP1,0.510769062,,
PRN11,P29401;P29401-2,P29401,Transketolase,TKT,0.528246948,,
PRN11,P49770,P49770,Translation initiation factor eIF-2B subunit beta,EIF2B2,0.523047969,,
PRN11,Q15631,Q15631,Translin,TSN,0.528553597,,
PRN11,P60174-1;P60174-4,P60174,Triosephosphate isomerase,TPI1,0.543824871,,
PRN11,Q9NXH9;Q9NXH9-2,Q9NXH9,tRNA (guanine(26)-N(2))-dimethyltransferase,TRMT1,0.50041423,,
PRN11,O95379-3,O95379,Tumor necrosis factor alpha-induced protein 8,TNFAIP8,0.50828827,,
PRN11,P55327-2;P55327-3;P55327;P55327-7,P55327,Tumor protein D52,TPD52,0.520339317,,
PRN11,Q06124;Q06124-2;Q06124-3,Q06124,Tyrosine-protein phosphatase non-receptor type 11,PTPN11,0.505459585,,
PRN11,P54577,P54577,"Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed",YARS,0.55384593,,
PRN11,P08621;P08621-2;P08621-3,P08621,U1 small nuclear ribonucleoprotein 70 kDa,SNRNP70,0.54662649,,
PRN11,P08579,P08579,U2 small nuclear ribonucleoprotein B,SNRPB2,0.528185334,,
PRN11,O43172-2;O43172,O43172,U4/U6 small nuclear ribonucleoprotein Prp4,PRPF4,0.538327457,,
PRN11,O15116,O15116,U6 snRNA-associated Sm-like protein LSm1,LSM1,0.508511658,,
PRN11,Q9UMX0;Q9UMX0-2,Q9UMX0,Ubiquilin-1,UBQLN1,0.539591546,,
PRN11,P54578;P54578-2;P54578-3,P54578,Ubiquitin carboxyl-terminal hydrolase 14,USP14,0.62971773,,
PRN11,Q9Y4E8;Q9Y4E8-2;Q9Y4E8-3,Q9Y4E8,Ubiquitin carboxyl-terminal hydrolase 15,USP15,0.576421796,,
PRN11,P45974-2;P45974,P45974,Ubiquitin carboxyl-terminal hydrolase 5,USP5,0.5406434,,
PRN11,Q14139;Q14139-2,Q14139,Ubiquitin conjugation factor E4 A,UBE4A,0.517332069,,
PRN11,Q96FW1,Q96FW1,Ubiquitin thioesterase OTUB1,OTUB1,0.592928528,,
PRN11,P62979,P62979,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a,RPS27A,0.529455692,,
PRN11,P68036;P68036-3;P68036-2,P68036,Ubiquitin-conjugating enzyme E2 L3,UBE2L3,0.508538965,,
PRN11,P61088,P61088,Ubiquitin-conjugating enzyme E2 N,UBE2N,0.585003136,,
PRN11,Q13404;Q13404-7;Q13404-2;Q13404-6;Q13404-8,Q13404,Ubiquitin-conjugating enzyme E2 variant 1,UBE2V1,0.502346731,,
PRN11,Q15819,Q15819,Ubiquitin-conjugating enzyme E2 variant 2,UBE2V2,0.65814151,,
PRN11,Q9H832;Q9H832-2,Q9H832,Ubiquitin-conjugating enzyme E2 Z,UBE2Z,0.519425098,,
PRN11,P61960;P61960-2,P61960,Ubiquitin-fold modifier 1,UFM1,0.575712948,,
PRN11,P22314;P22314-2,P22314,Ubiquitin-like modifier-activating enzyme 1,UBA1,0.526431944,,
PRN11,Q9GZZ9;Q9GZZ9-2,Q9GZZ9,Ubiquitin-like modifier-activating enzyme 5,UBA5,0.546664209,,
PRN11,P11441,P11441,Ubiquitin-like protein 4A,UBL4A,0.516023832,,
PRN11,Q9NT62;Q9NT62-2,Q9NT62,Ubiquitin-like-conjugating enzyme ATG3,ATG3,0.584664493,,
PRN11,Q9HB07,Q9HB07,"UPF0160 protein MYG1, mitochondrial",C12orf10,0.550171266,,
PRN11,Q9H3H3-2;Q9H3H3-3;Q9H3H3,Q9H3H3,UPF0696 protein C11orf68,C11orf68,0.536006573,,
PRN11,P11172;P11172-3,P11172,Uridine 5-monophosphate synthase;Orotate phosphoribosyltransferase;Orotidine 5-phosphate decarboxylase,UMPS,0.531358355,,
PRN11,Q9UN37,Q9UN37,Vacuolar protein sorting-associated protein 4A,VPS4A,0.503018668,,
PRN11,Q8N1B4;Q8N1B4-2,Q8N1B4,Vacuolar protein sorting-associated protein 52 homolog,VPS52,0.510128369,,
PRN11,Q5VIR6-4;Q5VIR6;Q5VIR6-3,Q5VIR6,Vacuolar protein sorting-associated protein 53 homolog,VPS53,0.587754234,,
PRN11,Q9Y5K8,Q9Y5K8,V-type proton ATPase subunit D,ATP6V1D,0.503843164,,
PRN11,Q16864-2;Q16864,Q16864,V-type proton ATPase subunit F,ATP6V1F,0.524190055,,
PRN11,Q15061,Q15061,WD repeat-containing protein 43,WDR43,0.521115575,,
PRN11,P13010,P13010,X-ray repair cross-complementing protein 5,XRCC5,0.553354058,,
PRN11,Q86U90,Q86U90,"YrdC domain-containing protein, mitochondrial",YRDC,0.510403087,,
PRN11,O75312,O75312,Zinc finger protein ZPR1,ZPR1,0.580776794,,
PRN11,P0DMV9;P0DMV8,P0DMV9,,,0.525778038,,
